"","Date","Username","Located","Rating","Review"
"152","10/6/2016","Anon N.","Kent, OH",4,"Great beer selection. However, do not use the condiments. One dude drank the vinegar (out of the bottle!) and we caught and reported him to our waitress. The manager didn't do anything and it was brought back despite our complaint."
"153","4/17/2015","Aire B.","Pittsburgh, PA",5,"So I really didn't remember eating here a lot when I was in college at Kent, but I knew I had to take my fiancé here when we were in town. I'm so glad I did!We started with the eggplant dip that was so good. It was flavorful without being overpowering. A great start to our meal.I had the stuff gourmet burger & oh my god was it good! The onions, cheese, mushrooms everything together was on point!!! Hunny got the bacon cheeseburger and was equally pleased! We decided to split the single order of jerk fries and I'm so glad we did!! Fresh cut fries with awesome seasoning, sign me up again!!"
"154","9/18/2018","John M.","Kent, OH",5,"The area's best restaurant/bar for a reason! Great food at a great price! Really well made drinks, the bar tenders definitely know their stuff, and they are fast even on busy nights! Great music, great atmosphere! They even have life music occasionally and special events like wine and pairing, I mean even their pool tables have all of the balls, very rare for a bar! When I'm in town I always make sure to stop in!"
"155","9/12/2018","Jeff S.","Kent, OH",5,"I'm a Kent resident most of my life and I've been going to Ray's since the early 70s. Food and service has always been great and they've stayed true to what got them where they are at today!!! Highly recommend"
"156","9/10/2018","Courtney E L.","Kent, OH",5,"Best burgers!! Love the bleu cow, sunstix and a Guinness on draft. Hits the spot every time!!!"
"157","11/18/2017","Jack M.","Kent, OH",5,"They have a wide variety of beers, from darks to IPA. I love their sun sticks (sweet potato fries). Sometimes I go there for a snack giant basket of sweet potato fries and a cold beer."
"158","2/20/2018","Liv M.","Cuyahoga Falls, OH",5,"Love Ray's Place! Always playing great music. Good for a night out or a just dinner/lunch. It's bar food - nothing crazy - but always good!"
"159","11/15/2016","Caitlin C.","Chardon, OH",3,"I feel like I would like this place a lot more if I could drink. The food is alright, just the typical bar food but it is always fairly busy and exciting which I like. It's definitely the place where the college kids come to drink and watch sports games but the people in it usually aren't obnoxious."
"160","10/23/2016","Wayne G.","New Albany, OH",4,"Met a friend here after the Kent State football game. We ordered a Reuben, Cuban sandwich and a BLT along with a basket of fries. Sandwiches were very good and very big. The fries were huge and just like you'd get at the fair. Do yourself a favor and try Ray's next time in downtown Kent."
"161","2/19/2014","Esther G.","Canton, OH",5,"Going strong for 77 years and now under its fourth owner, Charles Thomas, we've frequented Rays Place since Jack Lambert partied here. Yes, THE Jack Lambert of KSU and Pittsburgh Steelers fame. Side Note: He had all his teeth then.)Beers on tap so numerous they change eight each month as new beers. Known as one of the first bars in the US to televise football games.Great sandwiches with many burger choices. Opens at 11 through 2:30 am with a special ""late night"" menu after 11 pm. Noisy late at night with students. Pleasant until then with distincltly different lunch and dinner crowds.The phone booth doesn't work any more but that is the only change in all these years. Known by parents of all KSU grads with no bad references. Come and enjoy a burger and a brew at Rays.Edited to add: These men have also been known to eat and drink here: Rich Rollins, Thurman Munson, Steve Stone, Nick Sabin and Josh Cribbs."
"162","10/23/2014","Cory M.","Cleveland, OH",3,"I came here from Cleveland and was in kent for work so I yelped good places around me and this place came up. Based on the reviews fried mac&cheese, jerk fries, and a burger is the way to go. I got all of those which I got the Atomic Burger, sounds better than it was. By no means was the FOOD BAD, it just wasn't anything special. First with the mac&cheese bites they were good. If you have ever gotten mac&cheese bites at Sheetz, these are the same exact ones and probably more expensive. I would not say this is a must have item. The atomic burger wasn't anything special. The patty seemed like it might have been out of a box. The party was bland. The toppings was nothing special just some pepper jack cheese and some Jalapeños out of a jar. I would try something else than a burger if I came back here. The jerk fries were good. The portion is large enough for two people to eat them. If you are into the jerk dust I would recommend them. They were also fresh cut so that is a plus. The bar overall has a very cool vibe I would go there to drink at night. Their cash register is old school and give a cool touch. Lots of beer options too!"
"163","1/27/2017","Ann Y.","Stow, OH",4,"It's Rays! What's not to like? Food isn't bad, some items are much better than others - I like their rubens and fries. Decent beer selection."
"164","8/24/2011","Doug W.","OH, OH",4,"I had been to Ray's several times in the past, but based on Michael Simon's recommendation, I tried the MoFo. I was not disappointed. Fresh beef, cooked to perfection, fresh toppings. A pretty good crowd on a Friday at 10ish did not prevent our server from doing a nice job with a pleasant attitude.The area is pretty cool, with several eateries and bars. Especially in the summer us older folks can relive the feel of a college town without having to wade through drunken frat boys.I would encourage those looking for hummus and vegetarian to seek other options. This place is good for tavern food."
"165","4/2/2019","T H.","Ravenna, OH",4,"Very busy for the weekday lunch. The food is the draw. The salads are huge. It's probably the best place for lunch around. For a college town you can't beat it."
"166","12/1/2016","Aireonna M.","Cleveland, OH",3,"Draft list had a nice variety. The pig rub wings were amazing. But the staff, ehhh. Took us like 30 minutes to get a check and we had two servers...that were kinda assholes not gonna lie"
"167","3/5/2018","Joe C.","Kent, OH",4,"Great burgers and the best French Onion soup in town!!"
"168","2/5/2015","Andrea B.","Columbus, OH",5,"Ray's  = Dying BreedThis place have everything you'd ever need in a college bar and it doesn't try to be anything it's not. Don't forget to come here on your birthday to spin the wheel for your free birthday shot :)"
"169","1/8/2017","Jillian V.","Pittsburgh, PA",4,"Large portions and very affordable. Not a fan of their horseradish thousand island dressing on the Reuben."
"170","10/11/2013","Jon S.","Kent, OH",4,"I had been meaning to go for a while, as it is quite a legend in the Kent area. While I passed on the ""MOFO"" burger, I opted instead for a burger of lesser size, and a side of fries to share. My freind also had a smaller burger and it was plenty of food. The burgers were good, not great, but very well cooked and pretty moist. The fries were good as well. Service was excellent, and the decor is vintage sports bar..........which is what this place has always been!!I'll definately be back!"
"171","1/19/2016","Marion B.","Kent, OH",4,"Ray's is an institution, a delicious, delicious institution. Great beer list, great food list. The only thing I see as a consistent issue is that we're frequently there with kids (during normal kid-friendly hours...tyvm...they have a kids' menu, okay?) and the servers don't seem to understand the importance of GTFO when we're done eating. Bring us the check, take our credit card, and bring it right back. I cannot stress how important this is to us, to the kiddos, and most importantly, to the other patrons."
"172","3/24/2016","Chuck S.","Queensbury, NY",4,"My wife and I stopped by tonight and the food was great and in large portions definitely get your money's worth!"
"173","7/19/2016","Danny T.","Belton, TX",5,"Great service Shelby and Paulina are phenomenal.The food was great but the service was the best I can remember in any restaurant"
"174","7/13/2016","Bob R.","Mogadore, OH",3,"If you love craft beer and great food this is a ""must stop"" place when in Kent.  I go there for their awesome Meatloaf dinner and sandwich while getting my growler filled with the Columbus Bodhi when they have it.  Their beer selection is always one of the best around and food is all cooked on site.  I'm not sure which we like better, the food or the beer:)  The staff is very friendly and prompt too.  Ray's has been around a long time, they know great food and offer great craft beers!!  And don't forget to check out the upstairs bar too, same great food and different beer lists sometimes.One year later:Back many times and sad to say but food is going downhill I'm afraid.  Beers are great but last three times here very disappointed with our meals.  Service is still great just not tasty like it use to be.  Fries hard or very crunchy etc?  So great place for drinking but that is it lately."
"175","3/25/2013","Samantha F.","Dayton, OH",4,"Car Bombs.Good Beer.Good Liquor (and by good I mean Bombay Sapphire)."
"176","9/24/2018","Clare F.","Buckhead, Atlanta, GA",1,"This place sucks! Really has gone downhill. Where to start, there was lipstick and greasy fingerprints all over my beer glass, the menus are always dirty and extremely sticky, the fries are very often still raw! Just barely warm and still hard to touch, not edible!! The staff are rude and unattentive, and a proper detailed readable itemized receipt would be nice, it's 2018!"
"177","11/19/2017","Kevin B.","Kent, OH",4,"Love it. Been here on several occasions - difficult to find a seat if you come at prime dinner hours but any good bar/restaurant is. Reasonably priced, always very friendly service. Mostly a beer bar - not really a cocktail type of place (not that they can't make the standards). The only thing I would improve would be the restrooms - extremely dated, dirty and small. Go ahead and take out a booth to make the necessary renovations- your business/customers are worth it."
"178","1/3/2016","Jennifer B.","Akron, OH",5,"Great burgers...handsdown!  As a Kent Alumni---of course this place is an institution for me.  A friendly relaxed atmosphere, with a large on tap offering, great burgers and fries.   The Mofo burger is my fav----though I can never finish it---the hubby gladly eats his and what I can't eat of mine.  We had the peanut butter cheesecake last night and it was delightful."
"179","8/21/2018","Mitchell G.","Niagara Falls, Canada",1,"Went there with a couple of my buddies, one of them got charged for $25, when in reality he only bought two Long Islands worth $8.50. When we went up trying explain the whole situation to the manager he tried blaming it on us, even though we had multiple witnesses. And then proceed to complain to us how it's our fault and he shouldn't refund our money. Overall 2/10."
"180","8/21/2008","Jack F.","Ventura, CA",5,"Ray's Place is ""shining like a star"".[1] Bob (my brother) & Linda (my sister-in-law) just reminded me that August 15th, 2008 was the 30th anniversary of their meeting at Ray's Place. So I guess you could say that I've been saving this review since that fateful day in 1978. I was a 17 year old high school student visiting Ohio from California to see my brother. Since we're of the same Father, it was perfectly natural to find a bar, have some cocktails, and renew that brother - brother relationship. Bob suggested Ray's Place and off we went.[2]Being so young, dumb, and full of ...what's that rhyme?...booze, I don't really recall much of Ray's Place, but it's obviously a place where magical relationships can be made, so I'd say check it out if you're looking for love (or cocktails).[3]Footnotes:[1]  A term my brother used ad nauseam until we broke him of it.[2]  We didn't let trivial details such as my age interfere.  [3]  I magically met a gal, as well, but only for that night."
"181","9/8/2013","Maria B.","Millbury, MA",3,"Great beer selection, so-so burgers.I was underwhelmed by the Mo'Fo burger, which I ordered on the recommendation of many other yelpers. It was certainly large enough, but the meat was flavorless, and I felt generally pretty sick for the rest of the day. If you're looking for a burger made with flavorful, local, high quality beef, take your business to B-Spot or the Rail."
"182","11/19/2009","Nick D.","Austin, TX",4,"I am going to do two reviews of this place, as it changes dramatically depending on when you go.Review 1:  For dinner, Ray's is very solid.  I have yet to find a bar that rivals the beer selection anywhere else.  The portions are VERY generous (strongly recommend the pasta with sausage and peppers), and the overall atmosphere is very pleasant.Review 2: This is one of the worst places you could go on the weekend for nightlife.  All the frat boys who aren't still passed out from the previous evening's Bud Light, Cornhole, and Date Rape Extravaganza all flock here to get into fights about Browns v. Steelers and brag about how much they've manscaped in the past week.  Also, the bar TVs will constantly be playing some kind of sport; they will be playing GOLF before Comedy Central is on there.  In addition, the staff is so overrun with orders that you won't get served for a long while.Overall, I do like this place a lot; I just hate seeing it devolve into what it is on Friday/Saturday evenings."
"183","8/10/2016","Stef E.","Kent, OH",5,"I'm a fan and have been for years! Always great service and great food! When people come visit me in Kent, they always choose Ray's! The steak salad or Ruben are my go-to's. Keep up the great work!"
"184","3/5/2016","Aaron S.","Stow, OH",5,"This place has surprisingly amazing food for being a great bar. Usually you get one or the other. It gets packed when there's a game on and when the late night crowd comes in, but service is always good and attentive. If you can, try the Mofo burger! It's awesome in every sense of the word. It's one of those burgers that once you pick it up, you can't put it down. Too messy to risk it, but it's also that good. Peppers in oil, jerk fries, and nachos are also worth getting."
"185","1/8/2010","Damian C.","Chicago, IL",2,"1 - Why are french fries not included with your sandwiches?  A sub-par wrap with fries should not cost $10.  This is Kent, Ohio, not a major city!2 - Why did the doorgirl study my ID (Illinois) like she was studying for the GMAT when I was walking in with my dad?"
"186","1/5/2009","Pablo E.","Akron, OH",4,"Ray's Place was the first place I ever visited in Kent.  For a Bar in Kent, it's really nice inside and the food is good, the beer list is excellent.  For a restaurant, the service is slow and the place is just too damn loud... so if you're looking for a place to go out with people where you'll have plenty of time to talk but where you can't hear anything, Ray's is the place.The food is good and it is generous.  The sandwiches are delicious, particularly the cheeseburgers.  The reuben is also a favorite.  I've never gone wrong with the daily soup specials either.  The beer list is pretty diverse and deep, with probably more than a dozen on draught, though I think a nice budget option (PBR anyone?) would be a good addition.In my experiences, Ray's has different clientele at different parts of the day.  Lunch seems to be mostly Kent business people and such, dinner seems to be more the university faculty, and at around 11 pm it shifts markedly toward annoying preppy college brats.  While it's loud during dinner, it gets really loud when drunk frat boys yell at each other during the later hours.Ray's is the best bar-restaurant in Kent, by far (though not the best bar) in terms of things you ingest, but beware the changing atmosphere and the noise."
"187","2/8/2007","Krissy M.","San Francisco, CA",2,"Do you love frat boys wearing their letters and yelling about which chick they have/have not, would/ would not do?  Nope, I'm not a fan.  I don't care too much for that frat boys at a bar scene.Rays was the one place that you knew you would end up at because, honestly, that's all there was at Kent back in 01.  It was also the one place that you didn't want to go because you would see the same scene on repeat.  Frat, Frat, Frat and the girls that love them."
"188","2/22/2016","Heather A.","Kirtland, OH",5,"Visited Ray's Place when visiting some friends in the Kent area - and although we are definitely over the average college-town age, it was a good option!  Food was relatively inexpensive and the menu had great choices - Definitely recommend the goat cheese and marinara app.  Cute restaurant for a college town!"
"189","4/2/2008","Eve D.","Kent, OH",4,"Ray's is a comfortable and friendly place to hang out. The early crowd is less frat-like and more sophisticated so if that's your group you'd better be there before 11pm. The food is good and has remained relatively stable throughout the years. Broccoli Cheddar balls and the hamburger your way are faves and the wings are phenomenal. With the Ohio smoking ban Ray's has transformed, no longer do you leave with the need to shower and wash your clothes - and the food tastes oh so much better without the smoke! There was a remodel last summer and Ray's now sports windows along the front lower bar area that allow in lots of light and great views of the Pufferbelly, Gazebo, and the road.Overall, Ray's Place is a classic college town bar with different on-tap selections in the first and second-floor bars as well as any mixed drink you can think of and plenty of wines by the glass."
"190","12/10/2011","Nicole W.","Columbus, OH",3,"Lets be real -- we can't beat the beer selection @ Rays. I love the changing taps and specials and appreciate being able to get any type of beer I'm in the mood for.Now to the food -- I honestly hate most of the menu, but I will give them some props for the newly added tacos which I have enjoyed.Its a classic hang out, so I go with friends - but I really enjoy long periods without Rays."
"191","5/10/2015","Gulsheen K.","Kent, OH",4,"Finally had some real fries which were not preserved for 8 months before being deep fried! Great food and service."
"192","9/16/2010","Sam R.","Cleveland, OH",4,"I'd vote 3 1/2 if I could, because the whole ""it's a different restaurant depending on when you go"" thing is absolutely true. I wouldn't step foot in this place on a weekend.The service is generally good, though sometimes you do get your fair share of apathetic-part-time-college-waiters-who-are-totally-apathetic because its a bar in a college town. Good, not great.Portions are generous, and for such a huge menu for a bar, its surprisingly consistant. Which while on the whole is a bit above average (3 1/2 again) I think they deserve some respect for being able to put out burgers and lobster ravioli of equal quality. Also, get the jerk fries, they're amazing.Oh, and heres the thing that made me give 4 as opposed to 3 stars. The Friday Clam Chowder. I've been all across the eastern seaboard and nothing there compares to the thick, creamy, generous serving of their incredibly herby chowder. It may seem a tad pricey for the bowl, but it fills you up reeeeal nice."
"193","6/3/2016","Kristen B.","Cleveland, OH",5,"I'm a huge fan.  Professional and attentive staff, delicious food, affordable prices.I've never had fries so fresh!  Just come here for the fries....nom nom nom!"
"194","12/1/2010","matthew m.","Kent, OH",3,"As other reviews have noted, time of day is the deciding factor in your Ray's experience. Before 10pm, it's the first place I'd recommend in downtown Kent. After ten, the last place I'd recommend. The ""late crowd"" packs the place, to where there is nowhere to stand comfortably; forget about getting a single seat. Food-wise, it's a step above standard bar fare, both in variety and execution. I've had a number of meals that were far better than they should have been, and the fries are the among the best in town. The selection of beers is staggering, The service is always competent, but nothing to rave about.It's a fantastic choice for an early date, but a terrible choice for a nightcap."
"195","12/21/2015","Becky B.","Cuyahoga Falls, OH",5,"Great atmosphere, food, and beer choices.  Get the sweet potato fries and the peanut butter pie....trust me."
"196","5/19/2018","Lindsey T.","North Canton, OH",5,"The long island from Ray's Place is the most important element of my college career.  Would absolutely recommend.  The staff is pretty friendly and the food (from what I've had) is pretty good!"
"197","7/5/2010","Kevin D.","Stow, OH",5,"Great food, nice selection of beers and excellent service. It's by far one of my favorite bars in Ohio!"
"198","6/2/2015","Maggie F.","Akron, OH",4,"The food is unmemorable but tasty and effective. I like drinking at rays place with friends on weekends because the music machine is cool and the bar seems chill and unassuming. What I mean by that is I feel more comfortable hanging there than the water street tavern or zephyr. Oh, and the pool tables upstairs are fun. :)"
"199","5/8/2013","Antoni G.","West Chester Township, OH",3,"My brother in law lives close by and went to Kent so he had to take me to Ray's Place.The bar was packed and we were a two family group of 10 so we went to the upstairs and it was basically ours. The service was fast and friendly. She was pretty knowledgeable about the menu and recommended the Michael Simon favorite burger. The burger was very good and worth getting if you are finding trouble picking off the menu. The level of homemade aspect of the patties seemed to be in question, but I will give them the benefit of doubt. We also grabbed the sweet potato fries and a basket or two of the jerk fries. The macaroni and cheese bites were not to my liking but they were a hit with the kids.They had multiple beer specials and a very good selection to choose."
"200","3/30/2013","Jim W.","Yellow Springs, OH",5,"Students were on break, but still crowded. Great space, lively, with just enough tv's to follow game, but not enough to dominate conversation and turn it into just another sports bar.In particular, the bartenders were friendly and knowledgable.  Plenty of fine microbrews on tap.  Noise level wasn't so high so as to discourage conversation. Even the Tina salad sandwich wasn't half bad."
"201","2/9/2016","Chris F.","Tallmadge, OH",4,"Love Rays. Discovered five years ago and love it. Perfect college bar restaurant feel. Good selection of drafts, flights are fun. Nice menu selection have never gotten bad good here. Peppers in oil is great local appetizer; basic appetizer but some ice surprises. Excellent burgers, corned beef has an addicting smoky flavor. Downsides- wait for a table; college town organization; loud( guilt that comes with sitting too long as hungry people look over your shoulder. Rays is pretty much Kent."
"202","4/25/2016","mark t.","Kent, OH",4,"This is the place to been seen and not heard in Kent.  Great selection of beer.  This place can get crowded so be prepared to wait.  Any time friends come in from out of town, we usually end up at Rays."
"203","1/16/2016","Cole R.","Kent, OH",5,"I love love love rays! I love going to eat there! The servers are great the sweet potato fries are delicious!!! It is a great place to go I defenintley highly recommend it"
"204","3/18/2012","Kim K.","Cuyahoga Falls, OH",3,"Went for the mo-fo burger...  Ordered the spicy shrimp appetizer which was drenched in spicy sauce.  I asked for a roll to have some of the sauce. Didn't end up eating the burger; instead took it home to my daughter who loves them.  Service was good, interiors haven't changed since I went to college at KSU (many years ago).Great Pub."
"205","11/30/2011","David B.","Cleveland, OH",5,"YUM!Had a Christmas Ale(or two) with a friend and ordered a MOFO with ""O"" rings and breaded mushrooms...Delish, forgot to get some of Gerties chili but I plan to go back again soon...Place has been around forever but they keep it simple and good....So in or around the Kent area? Yeah you gotta stop by..."
"206","5/28/2017","Ryan S.","York, PA",5,"Use to come here in college about ten years ago. Stopped in while traveling through the area. Always great burgers. Also a good bar."
"207","9/2/2017","Dianna G.","Blacklick, OH",3,"Ray's has always been a favorite place to eat in Kent. I ordered my usual Cuban and Long Island iced tea and was disappointed to find that instead of the usual thick slice of ham, Rays had changed to a chip chopped ham and the pita was dry and crumbly. My party also ordered the Ruben and it was on a pumpernickel bun instead of grilled bread- a big disappointment! The jerk fries and Long Island iced tea were delicious as always and the service was excellent. Needless to say, we will look for another restaurant the next time we're in Kent."
"208","12/5/2014","Marissa M.","Richmond, VA",3,"I stopped by here while on a road trip with my brother. He saw this place on a food show, so I was like ""Hell yes lets go!!""  We slip the mofo burger and it was really good, tasted like a typical greasy spoon burger but like 3 times the size. It was not bad, it was just not special. More does not make it taste better. Fries were good and greasy and the beer selection was as nice. I don't know how it go recognition to be on a TV show, either way I am glad we tried it."
"209","5/12/2014","Drew H.","Medina, OH",5,"Love Ray's place.  It was one of the first places I was told I needed to check out when I started working in Kent. It did not disappoint. Hands down the best beer selection in Kent. They have a great selection of craft beers and they consistently add new ones on draft. I've only eaten there a couple of times but the food was great as well. The service is great. Even when the place is packed the staff makes sure you have everything you need. If you're in town you have to check it out."
"210","11/20/2015","K H.","Kent, OH",5,"I love the burgers at Rays, but tonight I tried their flat iron steak served with caramelized onions and balsamic reduction. It was delicious."
"211","10/29/2015","Jason K.","Willoughby, OH",5,"Best beer selection in Kent by far! And it's always rotating, so there's always something new to try. And the food is above average for a bar. I never have to wait long for service and the staff is incredibly friendly."
"212","4/15/2015","Ajay J.","Valencia, Santa Clarita, CA",4,"I was here on a business trip and loved it. Friendly bartenders, with a great selection of craft beers and bar food. A hoppin' place in Kent on a Wednesday night. You have to try the cilantro lime garlic wings!"
"213","6/26/2015","Sal P.","Ravenna, OH",5,"Beat burgers in Kent by far!   Oh the atmosphere is ok too.  :P  You cant go wrong eating at Rays.  They also have a huge beer selection from around the world so if you like to drink the suds..."
"214","9/25/2015","Chris M.","Barboursville, WV",5,"Rays had great wings and Jerk fries. On Tap selection was great and I would go back.I would also recommend to friends. Good atmosphere the night before a Marshall game (@ Kent)"
"215","3/16/2015","Jarrod R.","Akron, OH",4,"I stopped in here after some drinks at Dominiks do the road on a Friday night around 9:45pm. They sat us quickly, the kitchen closes at 10pm. We quickly ordered, I ordered the mo-fo burger, my friend ordered the bacon cheese burger and we split a basket of fries. The mo-fo burger was amazing but a bite hard to eat since it was so big. The bun fell apart a little but it did not slow me down, I just made a mess of myself lol. The fries on the other hand were just so-so. They were un-seasoned and with no salt. Needless to say I was not impressed with them and would order a different side to compliment the burger next time. My friend enjoyed her burger as well the bacon was delicious. The atmosphere as the typical bar.  I would recommend this place for a great burger. I look forward to trying so of the other food."
"216","3/11/2014","Kirk M.","Fredonia, NY",4,"Dropped by this little tavern on my son's visit to KSU. Had the special of the day a smoked BBQ chicken.  The portion was enormous!  The taste was superb. I loved the dark woody look to the dining area. It was recommended by an alum of the college as well as two faculty members... You won't be disappointed if you try Rays..."
"217","5/1/2015","Melinda S.","Ravenna, OH",5,"This is THE BAR in Kent. It's been around so long that my 91 yr old Mother in law remembers when it was a speak easy during the prohibition. It's the perfect mix of towneies and college students. AWESOME beers! AWESOME burgers! AWESOME menu! The place to be in Kent."
"218","4/25/2015","Evan L.","Ravenna, OH",5,"Rays is the classic college town restaurant and bar. The food is great and the atmosphere is laid back. It makes an effort to be respectable and not be one of those dumpy ""let's get drunk"" places to go out in Kent.  If I had to recommend only one place to eat in Kent it'd be Rays.  It's unique and everyone will feel comfortable there."
"219","9/12/2014","Rhett E.","Houston, TX",4,"My wife and I were in town and had Rays recommended. I had the Ray's Reuben and she had the Chicken Gyro. Both were excellent. I rate places on how good their Reuben is and Ray's was one of the better Reuben's I've had in the last 10 years. I'd definitely like to try some other options since my introduction to Ray's was great."
"220","7/16/2017","Joe C.","Tallmadge, OH",5,"Ray's Place is always a solid choice when visiting Kent. Great beer and food selection, but it can get a little busy so plan accordingly."
"221","7/9/2014","Stephanie T.","Hudson, OH",4,"Have recently discovered kent, and saw on yelp that I must try rays. It did not disappoint. Went on a date night with another couple. Sat upstairs....had a great server who hooked us up with some great beer suggestions (their list is insane), and some perfect meal suggestions. My peeps all had burgers which they said were great and I had the Cuban. Loved it. Great service, good bar atmosphere (a little dive-y, not pretentious), and good bar food. I think this is one of those places that you shouldn't get crazy with what you order. Stick with tavern fare, and you win."
"222","1/25/2014","David K.","Kent, OH",3,"I have been to Rays place countless times.  It is great for hanging out with friends, they have an excellent beer selection, and I think that their service is usually quite efficient given the demands.  I just wish that their food was better.  The menu always seems a bit ambitious, but the sandwiches can be tough, the burgers almost always overdone, and the french fries too greasy.  Also, their drinks always seem a bit watered down.So, go for the ambience and the history -- but I always try to eat elsewhere."
"223","8/15/2014","Margaret O.","Hudson, OH",4,"Great beer taps. Great atmosphere. Jerk rubbed chicken wings to die for. Calamari. ...a must order. After these aps and Firkin Friday beer....we are ready for the weekend!  Great job, Ray's!"
"224","4/13/2014","Daniel G.","Toledo, OH",2,"I was not a fan of rays, and the purple I went with were not either. The staff was ok, not very attentive but not outright mean. The drinks were very average. However, it was our friends birthday and they wouldn't let him into the bar because he didn't have a second form of ID (he was from PA). Who does that? It doesn't make sense that people should not be allowed in just because they were from a different state and didn't have another ID form. After that, we Obviously all left immediately since we weren't just gonna let him be outside alone. Very disappointing."
"225","8/7/2014","Dominic C.","Kent, OH",5,"If it's your first time in Kent you have to come to Ray's place. A huge beer selection and great long islands. The food is also amazing. Bring your family or go out with friends at night Ray's place is for anyone. Been at for 77 years and going strong. You won't be disappointed."
"226","5/25/2017","Keith N.","Auburn, AL",5,"Great gathering place, I sit next to the open window looking out across the old brick road towards the old railroad depot. The place was filled up when I got there and also when I left. I had the Wiskey Peppercorn sauce steak with steamed vegetables and salad, it was very tasty.  Service was fantastic, I never had to ask for a refill."
"227","3/2/2019","Kathy A.","Tallmadge, OH",2,"There's Rays upstairs and Rays - the original downstairs.  Have had over 30 years of good experiences downstairs - but upstairs a whole different ball game. Apparently as I was told by the manager Pat , ""Next time you decide to go out on a Friday night with a group of ten you might want to reconsider planning better. "". This was said after we balked at only getting $ 40 bucks off our ridiculously late food order. Ok wait- 5 of us got our meal in a somewhat timely manner. The next 4 of us got ours after the first 5 were done eating. Then our tenth guest who happened to be the birthday guest of honor got his food when all 9 of us were done eating. Yes true story. Because I told Pat when asked how our food tasted- and I replied it was good- that was his sole basis for giving the $40 bucks off. When I said well what about the fact that you have totally ruined the ambiance of our birthday gathering thus is what I was told-  never go into the restaurant management business because obviously you will not be able to handle it.... say what????? Are you kidding me?  No he was not. I never asked for a free meal. I asked for a total of $60 off rather than the $40 of a $200 bill. The waitress even said "" the one time I take the ( food) order the way the tell me to and they screw it up. "" she was referring to taking our orders in two phases which seemed bizarre to us but we did it. The explanation we were given for the whole screw up was a pneumatic tube - clogged tube issue due to the orders being sent down from the top floor. Ok -  so I have to say-  so, so deeply disappointed in the experience and the manager Pat. Shame on you."
"228","1/7/2017","Sean W.","Washington Court House, OH",5,"Service and food are awesome! Beer selection is vast and the staff know what they're talking about. I can't wait to come back and get the mussels again! Goat cheese and marinara were great also."
"229","4/13/2015","Nick S.","Beaver Falls, PA",1,"If you aren't already a regular, I wouldn't bother with this place. The tables are jammed so close you can smell the person at the table next to you, and the noise was deafening.All of our food was either cold or burnt to a crisp, and took an hour to get to us after ordering. My ribs were so burnt (blackened meat and bone slathered in bbq sauce) they were inedible, and half the fries they were served on were still frozen. The fiancee's meatloaf was cold and mediocre at best, and her deep fried mushrooms were overcooked on the outside and under cooked on the inside.They also charged my fiancee 11$ for an Alabama Slammer that didn't seem to have any alcohol in it."
"230","1/20/2014","Chase C.","Austin, TX",2,"Don't order the salad it damn near comes to you with an uncut tomato, onion, cucumber and whole head of lettuce..."
"231","2/18/2017","Debbie B.","Roanoke, WV",5,"Great food. Fast service. Reasonable prices. Would  definitely recommend to anyone looking for a nice meal."
"232","4/19/2014","Matt R.","Hudson, OH",4,"I had the fish sandwich and shared a basket of fries.  The tilapia was great, the fries - not so much - limp and soggy."
"233","1/30/2017","Gloria G.","Kent, OH",2,"Normally my husband and I have no issues with Ray's in Kent.  The food and service is always good. On Sat 1/28/17 we stopped for lunch.  After we finished our meals the server took away the small plates we had not used.  We did have a couple dirty napkins placed on top of them.  I saw the server take the plates to the cart by the window to the kitchen.  He threw the napkins in the garbage then looked at the plates.  He put the bottom plate with the clean dishes.  He inspected the top plated after removing the dirty napkins then decided to put that it with the dirty dishes.  He almost put it with the clean ones.  Hopefully management will coach the newer employees on how to handle dishes from the tables.  Please wash them...."
"234","1/17/2015","Jared A.","Kent, OH",5,"Exceptional!  They obviously clean their tap lines! Atmosphere, quality, and selection are dominant in the region! Cheers to Rays!!!"
"235","9/30/2016","Kyle M.","Oxford, OH",1,"''We reserve the right to refuse service to anyone."" Must be the motto of Rays, sadly we wear planing to come on Friday night the night before homecoming. We wear with one person under the age of twenty one and we wear turned away from eating dinner. I asked the door person if she could just let are waiter know we wear just coming in for dinner. Sharply she said No, and I then proceeded to ask for a manager and she said that was what she was told no one under the age of twenty one allowed. I then said really you are going to turn down are business, she replied with a smile yes we are. Sad you can't hire waiters with the mental capacity to ask for ids."
"236","7/21/2013","Carol J.","Washington, DC",3,"Food is really mediocre and the service can vary from excellent to awful. I came in on a Tuesday night to an understaffed restaurant. It took over 40 minutes for half my party to be served their burgers and the other half of the group, including myself, happened to never get our food, so we left after an hour of waiting. The manager said that this Tuesday happened to be busier than normal, but if the staff could not manage handling the large crowd, then the number of tables for food service should have been limited. I would rather wait for a table and get good service than sit at a table for over an hour being ignored by the overworked servers who can barely manage to handle the number of people they are serving."
